id	price
4	9.21757675084328
8	3.1641263915383075
9	4.035134623466722
11	15.04834350195556
15	30.202457273713947
17	14.183756398765718
19	3.019709786869614
21	4.378514154523765
27	2.843956438469891
28	25.808801598153863
29	8.286210330150555
30	21.578806914251043
35	27.60333152134212
36	4.422677608800438
37	25.004039208480766
39	13.693347882135246
42	2.3549929665168956
43	8.891070150467533
44	2.783302583650053
46	10.346614969237692
47	3.468547379183214
48	19.683524638115127
52	8.502597405681566
53	2.260660155683133
54	17.63167040717457
58	0.980017035381777
59	3.996217623450827
60	2.7129112807486644
61	3.6139135607000012
62	9.59707672520929
63	2.562072564625931
69	3.0364022902851207
70	17.43043145473504
71	4.65727565909511
73	15.258115078001852
77	7.564309201964872
80	1.7267315559556362
81	4.1662594004618345
82	6.923965201529037
83	8.878459108861318
84	6.461980163012541
86	2.0883882087387216
87	5.937390105440872
91	13.39056524055029
92	0.9916903791123675
93	12.576578868196322
95	2.0446025333504316
97	4.598736401278614
98	4.652767324990056
100	1.0502236798573832
101	2.115564005018585
103	6.909479110075194
107	3.0476745175023936
109	2.4196627524843
110	5.989455820202574
111	1.6113008595422182
113	19.39099687158332
116	4.435434304226702
118	0.568903498268791
119	2.1179099271424864
120	7.602587250236236
121	4.336447446597488
126	4.674595600380017
127	3.0446278856146356
128	10.578714735680181
129	9.016217128967828
134	4.873298017182952
135	10.212884978238232
137	4.71179967659278
139	6.172823531978833
141	1.6172643593877376
142	5.281733895689238
143	9.163979489970083
146	9.662750135441016
147	17.36420331699512
152	3.613042001201762
153	7.375028938533242
154	15.903885508179778
155	2.2949200314374227
160	8.683052603497266
161	26.427724696505322
163	11.74424358863033
164	21.978641352188877
166	6.697116645972138
167	4.3605422220001815
168	5.210142140762622
169	21.956083875652258
170	19.012907576389505
171	10.344840332267488
181	4.120662926770501
182	3.2242269368913243
184	2.5017598225848396
191	11.381628209757393
193	10.51324148824269
194	21.86360692834987
196	9.994983755862041
200	3.182949574578052
201	5.625187797148061
206	3.8385725619371462
207	7.229900931534434
209	4.8181504742050665
211	13.435345985255944
213	5.081842559135475
215	27.36513448828348
216	16.03357488307356
219	2.878579433669059
223	14.961536351890606
225	3.4390439737773084
226	2.157212167855823
227	9.979598535366751
228	2.714403500857592
230	10.560943872649226
231	16.901226417342492
233	3.364708094822308
234	6.927366314847295
236	2.422822376505876
237	10.564828839909772
238	6.7524979358562085
241	7.927228838668323
242	8.029624131194108
246	2.301435381046022
247	16.400229199714875
250	9.77959386763019
251	2.029117502172989
252	13.61465733086529
255	6.562700976085756
256	9.20090410409973
259	25.75326090050451
262	6.706345274601843
263	15.274488111327614
269	25.879944218126155
270	2.72257605167561
272	12.59787600442776
273	14.867106541651948
274	3.7871609668076274
276	11.62946385449437
277	13.234704180213404
283	2.4600782395827787
290	4.413675236728005
291	6.92983018129642
292	12.558985907975332
293	1.81523030240877
296	3.413794866481961
298	24.350892495230827
299	22.756242171412406
300	2.504607232181702
301	3.696763981667063
304	9.325354323690085
306	2.7607459480217464
309	26.660167318116653
310	2.118120660853472
311	6.5392273977396345
313	4.961042327849881
314	15.49214776172721
315	1.6173940116326517
316	3.957656013302674
317	3.4071496220883954
318	7.333620338879241
322	16.03543769802437
325	3.223692235624967
328	2.9022244873965644
329	9.310151845305658
336	14.166119877080343
337	4.172461234298273
338	0.9631396381259683
340	18.697419047904507
343	2.9550301634773994
346	5.660124680664925
347	0.7535506818112225
349	2.6106922681932345
354	2.9725291019073117
355	7.270667539065151
356	13.735065683224118
357	20.390828329400957
359	4.642342140387063
361	4.415865829714563
363	3.5686782208902494
365	3.1293090199299893
366	3.239823586679985
367	11.90922472866205
370	15.938813770767162
372	13.646466771117685
374	13.32035211699251
375	6.789509447409625
376	15.076121122758211
377	28.800767510969365
378	7.163464911420303
380	21.364304014807804
385	6.236477148898031
388	4.040817839066905
389	3.105094019111814
391	8.221631720596607
393	3.311730159492959
394	2.176458758161307
398	8.416698453188966
399	11.950560643768856
400	6.5383553849915685
403	17.388391749786546
405	16.369353527509283
408	5.540419700870901
409	5.587698726530982
411	18.582681624659433
412	11.664866319912703
417	3.0156083633233313
418	6.487440052697198
420	4.525124079744607
423	11.776717384934356
424	2.0566916778761555
425	3.497886670514041
428	2.621144034159576
431	10.001392921641875
432	1.968586184373254
436	2.817614867289835
439	6.784190578478404
440	4.389474143027838
441	2.738422123170762
442	17.850848663884413
444	4.556293922796388
445	21.56321477312385
446	6.359764482814747
451	18.589613556871075
453	9.445831689765523
454	4.031661041785568
455	6.491188038850195
459	21.88253947842827
461	7.0866791115610095
464	7.6492586719327464
465	8.777310927759533
467	2.026024395297546
472	2.196065840756668
475	3.5996897314878757
476	1.6916347122485995
478	2.4039263076587627
479	2.784548341166969
480	3.6120208660261093
482	21.870660201405705
483	1.1618309867427268
484	8.46224291730812
485	6.70835250170107
486	10.075885861348397
487	7.334566413007493
